nome,cpf,idade,data,endereco,estado
Sr. Calebe Silva,402.895.671-49,61,1962-05-24,Endereço inválido,GOIÁS
Emanuella Gonçalves,107.258.963-02,69,1954-07-17,Endereço inválido,GOIÁS
Augusto Oliveira,246.503.781-17,32,1992-02-27,Endereço inválido,GOIÁS
Pedro Azevedo,953.478.062-65,68,1956-03-02,Endereço inválido,MARANHÃO
Sra. Maria Luiza Fogaça,650.138.924-06,67,1956-12-12,Endereço inválido,AMAPÁ
Eduarda Oliveira,365.297.480-83,58,1965-09-27,Endereço inválido,SERGIPE
Paulo Ramos,490.257.316-43,21,2002-11-13,Endereço inválido,MATO GROSSO
Beatriz Pires,275.691.803-21,34,1990-03-11,Endereço inválido,MINAS GERAIS
Fernando Azevedo,790.612.435-99,28,1995-05-19,Endereço inválido,DISTRITO FEDERAL
Eloah Silva,037.562.194-61,89,1935-03-30,Endereço inválido,PERNAMBUCO
Caio Araújo,407.953.128-14,34,1989-12-18,Endereço inválido,AMAZONAS
Sra. Valentina Sales,269.401.378-31,84,1939-08-08,Endereço inválido,PARANÁ
Melissa Cunha,719.234.568-73,25,1999-02-17,Endereço inválido,PERNAMBUCO
Laís Da Paz,139.650.248-33,97,1927-01-09,Endereço inválido,BAHIA
Heitor Silveira,183.062.459-89,89,1935-02-19,Endereço inválido,ACRE
Fernanda Moraes,064.153.782-44,45,1979-03-18,Endereço inválido,RORAIMA
Alana Souza,801.249.653-42,50,1973-12-06,Endereço inválido,PIAUÍ
Srta. Caroline Da Rosa,192.846.350-98,51,1972-05-26,Endereço inválido,CEARÁ
Stephany Vieira,682.430.791-22,46,1977-05-22,Endereço inválido,TOCANTINS
Enzo Barros,794.105.632-16,67,1957-01-13,Endereço inválido,MINAS GERAIS
Caroline Peixoto,036.519.782-30,66,1957-11-02,Endereço inválido,SERGIPE
Maria Vitória Novaes,804.951.672-58,39,1984-08-08,Endereço inválido,RORAIMA
Bruna Moura,240.561.398-06,94,1930-02-13,Endereço inválido,RIO GRANDE DO SUL
Maitê Peixoto,501.274.968-58,61,1962-04-07,Endereço inválido,RIO GRANDE DO NORTE
Dr. Anthony Barbosa,749.318.650-20,20,2004-03-18,Endereço inválido,MINAS GERAIS
Alexandre Jesus,269.471.530-34,69,1955-03-01,Endereço inválido,PIAUÍ
Marcos Vinicius Campos,421.936.780-22,45,1978-11-19,Endereço inválido,DISTRITO FEDERAL
João Miguel Moura,371.528.490-05,129,1894-07-21,Endereço inválido,RORAIMA
Ana Júlia Cardoso,096.825.473-00,106,1917-10-02,Endereço inválido,BAHIA
Stella Rodrigues,870.629.354-92,126,1897-10-11,Endereço inválido,TOCANTINS
Rebeca Da Rosa,640.731.289-22,11,2013-01-01,Endereço inválido,SERGIPE
Henrique Monteiro,378.529.164-73,6,2018-03-09,Endereço inválido,ESPÍRITO SANTO
Ana Beatriz Teixeira,243.675.018-17,108,1916-03-14,Endereço inválido,PIAUÍ
Luigi Da Rosa,316.092.874-87,5,2018-08-23,Endereço inválido,RIO GRANDE DO NORTE
Melissa Dias,170.842.953-05,10,2014-02-21,Endereço inválido,SÃO PAULO
Beatriz Nunes,483.651.072-44,129,1894-05-24,Endereço inválido,RIO GRANDE DO SUL
Raquel Campos,213.869.074-13,124,1899-08-19,Endereço inválido,SERGIPE
Alícia Nascimento,578.310.692-59,111,1913-03-27,Endereço inválido,RONDÔNIA
Maria Julia Vieira,495.821.760-67,119,1905-03-20,Endereço inválido,MATO GROSSO
Igor Ramos,695.108.723-77,6,2017-06-29,Endereço inválido,PERNAMBUCO
Alice Cardoso,123.467.985-09,4,2019-10-14,Endereço inválido,BAHIA
Julia Das Neves,201.495.378-32,122,1901-06-30,Endereço inválido,PERNAMBUCO
Kamilly Rezende,470.598.623-74,140,1883-06-04,Endereço inválido,MINAS GERAIS
Breno Freitas,205.941.738-41,16,2008-03-03,Endereço inválido,AMAZONAS
Ana Lívia Da Paz,347.890.162-69,17,2006-09-01,Endereço inválido,DISTRITO FEDERAL
Sr. Daniel Cavalcanti,609.138.254-33,6,2018-01-09,Endereço inválido,MARANHÃO
Sr. Pedro Cavalcanti,863.591.470-84,1,2022-12-20,Endereço inválido,MATO GROSSO
João Melo,053.946.781-20,5225,,Endereço inválido,ALAGOAS
Eloah Viana,694.108.237-22,8890,,Endereço inválido,PARAÍBA
Catarina Vieira,631.847.925-28,6850,,Endereço inválido,AMAPÁ
Dra. Emanuelly Da Luz,549.076.831-20,-398,,Endereço inválido,AMAPÁ
Júlia Araújo,324.091.587-14,4068,,Endereço inválido,PARÁ
Enrico Aragão,496.017.253-34,2841,,Endereço inválido,PERNAMBUCO
Sr. Bruno Pires,428.176.095-49,-283,,Endereço inválido,PERNAMBUCO
Daniela Freitas,786.951.432-28,-620,,Endereço inválido,RONDÔNIA
Samuel Caldeira,801.726.935-86,3324,,Endereço inválido,RIO GRANDE DO SUL
Nome inválido,930.674.852-38,38,1985-10-14,Endereço inválido,ALAGOAS
Nome inválido,146.597.038-00,93,1930-08-27,Endereço inválido,MATO GROSSO DO SUL
Renan Da Luz,294.105.738-23,74,1949-07-29,Endereço inválido,SÃO PAULO
Caroline Costa,401.325.978-88,21,2003-02-20,Endereço inválido,PERNAMBUCO
Giovanna Farias,241.763.805-35,40,1983-08-14,Endereço inválido,RIO GRANDE DO SUL
Maitê Araújo,496.283.175-55,52,1971-07-10,Endereço inválido,PIAUÍ
Lavínia Da Mota,039.485.716-00,21,2003-01-31,Endereço inválido,RORAIMA
Igor Cardoso,345.061.892-05,49,1975-01-25,Endereço inválido,PARAÍBA
Maria Julia Campos,018.639.472-13,98,1925-08-08,Endereço inválido,TOCANTINS
Marcos Vinicius Das Neves,617.948.250-02,86,1938-03-23,Endereço inválido,SÃO PAULO
Isabel Barbosa,986.027.415-02,26,1997-12-17,Endereço inválido,CEARÁ
Ryan Gomes,861.029.453-60,57,1966-05-17,Endereço inválido,ACRE
Breno Duarte,463.105.289-98,66,1957-10-07,Endereço inválido,RIO DE JANEIRO
Eloah Peixoto,064.917.253-16,79,1944-05-23,Endereço inválido,SERGIPE
Luiza Sales,726.431.850-80,55,1968-05-01,Endereço inválido,RIO GRANDE DO SUL
Dr. Alexandre Sales,427.398.061-40,87,1936-06-05,Endereço inválido,SÃO PAULO
Alícia Campos,162.790.485-94,49,1975-03-20,Endereço inválido,PIAUÍ
Luigi Porto,826.509.374-83,43,1980-08-18,Endereço inválido,ESPÍRITO SANTO
